,ID,y,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries
2768,0x2a5e,1,29.0,8,15762.72,1593.56,3,3,20,4.0,14,6.0,10.76,4.0
2770,0x2a60,1,29.0,8,15762.72,1593.56,3,3,20,4.0,11,8.0,10.76,4.0
2772,0x2a66,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,12.0,10.46,1.0
2773,0x2a67,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,10.0,10.46,1.0
2774,0x2a68,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,14.0,10.46,1.0
2775,0x2a6b,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,12.0,10.46,1.0
2776,0x2a6c,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,8.0,10.46,1.0
2777,0x2a6d,1,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,10.0,12.46,1.0
2779,0x2a75,1,42.0,1,41499.21,3582.2675,0,5,5,0.0,4,7.0,11.79,4.0
2780,0x2a76,1,42.0,1,41499.21,3582.2675,0,5,5,0.0,4,9.0,9.79,4.0
2782,0x2a78,1,42.0,1,41499.21,3458.2675,0,5,5,0.0,4,7.0,9.79,6.0
2783,0x2a79,1,43.0,1,41499.21,3582.2675,0,5,5,0.0,4,14.0,9.79,4.0
2784,0x2a7e,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,0.0,1.81,1.0
2785,0x2a7f,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,4,3.0,-4.19,1.0
2786,0x2a80,1,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,0.0,1.81,1.0
2787,0x2a81,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,8,-3.0,1.81,1.0
2788,0x2a82,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,2.0,1.81,1.0
2789,0x2a83,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,11,1.0,1.81,1.0
2790,0x2a84,0,22.0,11,82840.24,6903.3533333333335,1,6,1,1.0,6,14.0,4.8100000000000005,4.0
2791,0x2a85,0,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,2.0,1.81,4.0
2792,0x2a8a,1,24.0,12,24195.37,1946.2808333333328,7,7,19,1.0,9,16.0,19.96,4.0
2793,0x2a8b,1,24.0,6,24195.37,1946.2808333333328,7,7,19,1.0,7,16.0,19.96,4.0
2795,0x2a8d,1,25.0,6,24195.37,2016.2808333333328,7,7,19,1.0,8,14.0,19.96,4.0
2796,0x2a8e,1,25.0,6,24195.37,1946.2808333333328,7,7,19,1.0,7,16.0,19.96,9.0
2797,0x2a8f,1,25.0,6,24195.37,1946.2808333333328,7,7,19,1.0,7,16.0,19.96,9.0
2800,0x2a97,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,9,2.0,9.26,4.0
2801,0x2a98,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,14,2.0,3.26,4.0
2802,0x2a99,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,14,2.0,3.26,4.0
2803,0x2a9a,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,14,14.0,9.41,4.0
2804,0x2a9b,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,14,0.0,3.26,4.0
2805,0x2a9c,1,20.0,13,78139.42,6315.618333333333,3,5,1,0.0,14,1.0,-0.7400000000000002,4.0
2806,0x2aa2,0,17.0,5,7106.15,592.1791666666667,6,5,29,3.0,41,21.0,3.66,7.0
2807,0x2aa3,0,18.0,5,7106.15,592.1791666666667,6,5,29,3.0,41,21.0,-2.34,7.0
2808,0x2aa4,0,18.0,5,7106.15,592.1791666666667,6,5,29,3.0,41,21.0,9.41,7.0
2809,0x2aa6,0,18.0,5,7106.15,592.1791666666667,6,5,29,3.0,41,21.0,3.66,7.0
2811,0x2aa8,0,18.0,5,7106.15,592.1791666666667,6,5,29,3.0,36,21.0,3.66,7.0
2812,0x2aa9,0,18.0,5,7106.15,592.1791666666667,6,5,29,3.0,41,21.0,3.66,7.0
2813,0x2aae,1,38.0,3,20193.59,1400.799166666667,3,3,8,5.0,21,12.0,11.42,6.0
2815,0x2ab1,1,38.0,12,20193.59,1682.799166666667,3,3,8,5.0,18,12.0,11.42,6.0
2816,0x2ab2,1,38.0,3,20193.59,1400.799166666667,3,3,8,5.0,21,12.0,11.42,6.0
2818,0x2ab4,1,38.0,3,20193.59,1400.799166666667,3,3,8,5.0,21,12.0,11.42,6.0
2819,0x2ab5,1,38.0,3,20193.59,1400.799166666667,3,3,8,5.0,21,12.0,9.42,6.0
2820,0x2aba,1,31.0,15,62545.59,5212.1325,3,6,7,4.0,27,8.0,9.37,8.0
2821,0x2abb,1,31.0,15,62545.59,5133.1325,3,6,7,4.0,27,10.0,9.37,8.0
2823,0x2abd,0,31.0,15,62545.59,5133.1325,3,6,7,4.0,27,10.0,9.37,8.0
2824,0x2abe,0,31.0,15,62545.59,5133.1325,3,6,7,4.0,27,10.0,9.37,8.0
2825,0x2abf,0,31.0,15,62545.59,5212.1325,3,6,7,4.0,27,9.0,9.37,8.0
2827,0x2ac1,0,31.0,15,62545.59,5133.1325,3,6,7,4.0,27,10.0,9.41,8.0
2828,0x2ac6,0,55.0,1,32011.89,2806.6575,2,6,4,3.0,17,9.0,2.1,1.0
2829,0x2ac7,0,56.0,1,32011.89,2806.6575,2,6,4,3.0,12,9.0,2.1,1.0
2830,0x2ac8,0,56.0,1,32011.89,2806.6575,2,6,4,3.0,12,7.0,6.1,1.0
2831,0x2ac9,0,56.0,1,32011.89,2806.6575,2,6,4,3.0,12,9.0,2.1,1.0
2832,0x2aca,0,56.0,1,32011.89,2667.6575,2,6,4,3.0,12,12.0,2.1,1.0
2834,0x2acc,0,56.0,1,32011.89,2667.6575,2,6,4,3.0,12,14.0,2.1,1.0
2835,0x2acd,0,56.0,1,32011.89,2806.6575,2,6,4,3.0,12,9.0,9.41,1.0
2836,0x2ad3,0,33.0,6,42399.03,3572.2525,7,5,31,7.0,6,12.0,9.69,12.0
2837,0x2ad4,1,33.0,6,42399.03,3572.2525,7,5,31,7.0,6,12.0,9.69,12.0
2839,0x2ad7,0,34.0,6,42399.03,3572.2525,7,5,31,7.0,6,12.0,9.69,17.0
2840,0x2ad8,0,34.0,6,42399.03,3572.2525,7,5,31,7.0,9,14.0,9.69,17.0
2841,0x2ad9,0,34.0,12,42399.03,3572.2525,7,5,31,7.0,6,12.0,11.69,17.0
2842,0x2ade,1,30.0,9,23679.61,2266.300833333333,8,5,15,0.0,25,20.0,4.74,3.0
2843,0x2adf,1,30.0,9,23679.61,1973.3008333333332,8,5,15,0.0,29,18.0,10.74,3.0
2845,0x2ae1,1,30.0,9,23679.61,2266.300833333333,8,5,15,0.0,29,18.0,4.74,3.0
2846,0x2ae2,1,30.0,9,23679.61,2266.300833333333,8,5,15,0.0,29,18.0,4.74,3.0
2847,0x2ae4,1,30.0,9,23679.61,2266.300833333333,8,5,15,0.0,29,18.0,4.74,3.0
2849,0x2af6,1,26.0,12,62846.31,5393.1925,9,8,20,7.0,41,20.0,1.79,10.0
2852,0x2afa,0,26.0,8,62846.31,5393.1925,9,8,20,7.0,40,18.0,4.79,10.0
2853,0x2afc,0,26.0,8,62846.31,5237.1925,9,8,20,7.0,40,18.0,1.79,10.0
2854,0x2afd,0,26.0,8,62846.31,5393.1925,9,8,20,7.0,40,18.0,1.79,10.0
2855,0x2b02,0,31.0,10,59438.91,4953.2425,6,7,33,9.0,38,25.0,5.35,9.0
2856,0x2b03,0,31.0,10,59438.91,5086.2425,6,7,33,9.0,38,24.0,-1.6500000000000004,9.0
2857,0x2b04,0,31.0,10,59438.91,5086.2425,6,7,33,9.0,38,14.0,0.3499999999999996,9.0
2858,0x2b05,1,31.0,10,59438.91,5086.2425,6,7,33,9.0,38,22.0,5.35,9.0
2859,0x2b06,1,31.0,10,59438.91,5086.2425,6,7,33,9.0,38,24.0,5.35,9.0
2860,0x2b07,1,32.0,12,59438.91,5086.2425,6,7,33,9.0,38,25.0,5.35,9.0
2861,0x2b08,1,32.0,10,59438.91,4953.2425,6,7,33,9.0,38,26.0,5.35,9.0
2862,0x2b09,1,32.0,10,59438.91,5086.2425,6,7,33,9.0,38,22.0,5.35,9.0
2863,0x2b0e,1,36.0,9,69870.88,6020.573333333334,3,6,7,3.0,26,20.0,9.41,6.0
2864,0x2b0f,1,36.0,9,69870.88,6020.573333333334,3,6,7,3.0,24,20.0,15.26,6.0
2865,0x2b11,1,36.0,9,69870.88,6020.573333333334,3,6,7,3.0,26,23.0,8.26,6.0
2866,0x2b12,1,36.0,9,69870.88,6020.573333333334,3,6,7,3.0,26,18.0,8.26,6.0
2869,0x2b15,1,37.0,9,69870.88,6020.573333333334,3,6,7,3.0,24,14.0,8.26,8.0
2870,0x2b1b,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,48,16.0,22.04,7.0
2871,0x2b1c,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,48,22.0,20.04,7.0
2872,0x2b1d,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,48,22.0,20.04,7.0
2873,0x2b1e,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,53,20.0,20.04,7.0
2874,0x2b1f,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,48,19.0,20.04,7.0
2875,0x2b20,0,17.0,1,76257.52,6383.793333333334,7,9,24,9.0,48,21.0,20.04,12.0
2876,0x2b26,1,32.0,12,74450.88,6139.240000000002,6,4,19,3.0,5,22.0,16.85,8.0
2877,0x2b28,1,32.0,13,74450.88,6204.240000000001,6,4,19,3.0,5,17.0,16.85,8.0
2878,0x2b29,1,33.0,13,74450.88,6204.240000000001,6,4,19,3.0,5,20.0,15.85,12.0
2880,0x2b2b,1,33.0,13,74450.88,6139.240000000002,6,4,19,3.0,5,18.0,22.85,12.0
2881,0x2b2c,1,33.0,13,74450.88,6204.240000000001,6,4,19,3.0,6,20.0,16.85,12.0
2882,0x2b2d,1,33.0,13,74450.88,6204.240000000001,6,4,19,3.0,4,20.0,16.85,12.0
2883,0x2b33,1,31.0,5,146866.76,12108.896666666667,4,6,14,3.0,21,18.0,1.78,1.0
2884,0x2b34,1,31.0,5,146866.76,12108.896666666667,4,6,14,3.0,22,18.0,1.78,3.0
2885,0x2b35,0,31.0,5,146866.76,12108.896666666667,4,6,14,3.0,20,18.0,3.78,3.0
2887,0x2b38,1,32.0,5,146866.76,12108.896666666667,4,6,14,3.0,22,18.0,1.78,3.0
2888,0x2b3e,1,41.0,7,20914.44,1800.87,6,7,21,9.0,51,18.0,0.98,12.0
2889,0x2b3f,0,41.0,7,20914.44,1800.87,6,7,21,9.0,47,18.0,0.98,12.0
2890,0x2b41,0,41.0,7,20914.44,1800.87,6,7,21,9.0,51,18.0,0.98,12.0
2891,0x2b43,1,41.0,7,20914.44,1800.87,6,7,21,9.0,51,18.0,0.98,16.0
2893,0x2b4a,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,25,18.0,19.7,7.0
2894,0x2b4b,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,32,18.0,19.7,7.0
2895,0x2b4c,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,27,18.0,19.7,7.0
2896,0x2b4d,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,27,18.0,20.7,7.0
2897,0x2b4e,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,27,18.0,19.7,7.0
2898,0x2b4f,1,22.0,4,18936.55,1723.0458333333331,8,6,25,7.0,27,18.0,19.7,7.0
2899,0x2b50,1,22.0,4,18936.55,1578.0458333333331,8,6,25,7.0,27,19.0,19.7,7.0
2900,0x2b51,1,22.0,4,18936.55,1578.0458333333331,8,6,25,7.0,25,16.0,19.7,7.0
2901,0x2b56,0,29.0,0,61476.93000000001,4940.0775,6,6,22,5.0,40,21.0,7.82,9.0
2902,0x2b57,0,30.0,0,61476.93000000001,4940.0775,6,6,22,5.0,39,24.0,7.82,9.0
2904,0x2b59,0,30.0,0,61476.93000000001,4940.0775,6,6,22,5.0,40,24.0,7.82,9.0
2906,0x2b5d,1,30.0,0,61476.93000000001,4940.0775,6,6,22,5.0,35,24.0,7.82,14.0
2907,0x2b62,1,23.0,15,16198.305,1089.85875,4,7,4,2.0,12,5.0,11.9,0.0
2908,0x2b63,1,23.0,15,16198.305,1089.85875,4,7,4,2.0,12,5.0,11.9,0.0
2909,0x2b64,1,24.0,15,16198.305,1089.85875,4,7,4,2.0,17,5.0,11.9,0.0
2910,0x2b65,1,24.0,15,16198.305,1089.85875,4,7,4,2.0,10,5.0,4.9,0.0
2911,0x2b66,1,24.0,15,16198.305,1349.85875,4,7,4,2.0,12,5.0,11.9,0.0
2912,0x2b67,1,24.0,15,16198.305,1349.85875,4,7,4,2.0,12,5.0,11.9,0.0
2913,0x2b68,1,24.0,15,16198.305,1089.85875,4,7,4,2.0,12,5.0,9.41,0.0
2914,0x2b69,1,24.0,15,16198.305,1089.85875,4,7,4,2.0,12,5.0,11.9,0.0
2915,0x2b6e,0,22.0,9,20938.03,1896.835833333333,6,9,23,5.0,19,16.0,0.84,9.0
2916,0x2b6f,0,23.0,9,20938.03,1896.835833333333,6,9,23,5.0,16,18.0,0.84,9.0
2917,0x2b70,0,23.0,9,20938.03,1896.835833333333,6,9,23,5.0,16,18.0,2.84,9.0
2919,0x2b72,0,23.0,12,20938.03,1896.835833333333,6,9,23,5.0,16,18.0,0.84,9.0
2920,0x2b73,0,23.0,9,20938.03,1896.835833333333,6,9,23,5.0,16,18.0,0.84,11.0
2921,0x2b74,1,23.0,9,20938.03,1896.835833333333,6,9,23,5.0,19,14.0,-2.16,11.0
2922,0x2b75,1,23.0,9,20938.03,1896.835833333333,6,9,23,5.0,12,15.0,-2.16,11.0
2924,0x2b7b,1,24.0,7,21364.2,1728.35,3,3,17,1.0,9,16.0,9.1,6.0
2925,0x2b7c,1,24.0,7,21364.2,1728.35,3,3,17,1.0,9,16.0,9.1,6.0
2926,0x2b7d,1,24.0,7,21364.2,1728.35,3,3,17,1.0,9,16.0,9.1,6.0
2927,0x2b7e,1,24.0,7,21364.2,1728.35,3,3,17,1.0,9,16.0,9.1,6.0
2929,0x2b81,1,24.0,7,21364.2,1728.35,3,3,17,1.0,9,15.0,9.1,6.0
2930,0x2b86,1,33.0,7,96826.96,7933.913333333334,8,5,7,0.0,13,18.0,8.76,3.0
2931,0x2b87,1,33.0,7,96826.96,7933.913333333334,8,5,7,0.0,13,19.0,8.76,3.0
2932,0x2b88,1,33.0,7,96826.96,8068.913333333334,8,5,7,0.0,13,19.0,8.76,3.0
2933,0x2b89,1,33.0,7,96826.96,7933.913333333334,8,5,7,0.0,13,19.0,8.76,5.0
2935,0x2b8b,1,33.0,7,96826.96,8068.913333333334,8,5,7,0.0,13,20.0,8.76,5.0
2936,0x2b8c,1,34.0,7,96826.96,7933.913333333334,8,5,7,0.0,9,19.0,6.76,5.0
2937,0x2b8d,1,34.0,7,96826.96,7933.913333333334,8,5,7,0.0,13,19.0,8.76,5.0
2938,0x2b92,1,44.0,5,16808.35,1188.6958333333332,8,6,11,7.0,8,14.0,17.51,5.0
2939,0x2b93,1,44.0,5,16808.35,1188.6958333333332,8,6,11,7.0,8,16.0,17.51,5.0
2940,0x2b94,1,44.0,5,16808.35,1400.6958333333332,8,6,11,7.0,8,16.0,17.51,5.0
2941,0x2b95,1,44.0,5,16808.35,1188.6958333333332,8,6,11,7.0,13,16.0,17.51,5.0
2942,0x2b96,1,44.0,5,16808.35,1188.6958333333332,8,6,11,7.0,4,16.0,15.510000000000002,5.0
2943,0x2b97,1,44.0,12,16808.35,1400.6958333333332,8,6,11,7.0,10,16.0,17.51,6.0
2944,0x2b98,0,44.0,5,16808.35,1188.6958333333332,8,6,11,7.0,8,16.0,17.51,5.0
2946,0x2baa,1,52.0,11,128279.16,10966.93,2,6,2,0.0,7,14.0,5.869999999999999,4.0
2947,0x2bad,1,52.0,11,128279.16,10966.93,2,6,2,0.0,7,14.0,10.87,4.0
2948,0x2bae,1,52.0,11,128279.16,10966.93,2,6,2,0.0,7,4.0,10.87,7.0
2949,0x2baf,1,52.0,11,128279.16,10966.93,2,6,2,0.0,3,7.0,10.87,7.0
2951,0x2bb1,1,52.0,11,128279.16,10966.93,2,6,2,0.0,7,9.0,10.87,7.0
2952,0x2bb6,0,24.0,7,53908.41,4456.3675,9,5,17,5.0,39,14.0,25.07,8.0
2954,0x2bb8,0,24.0,7,53908.41,4456.3675,9,5,17,5.0,34,21.0,25.07,8.0
2955,0x2bba,0,24.0,7,53908.41,4492.3675,9,5,17,5.0,39,19.0,25.07,8.0
2956,0x2bbb,0,24.0,7,53908.41,4456.3675,9,5,17,5.0,36,19.0,25.07,8.0
2957,0x2bbc,0,24.0,7,53908.41,4492.3675,9,5,17,5.0,39,21.0,25.07,11.0
2958,0x2bbd,0,25.0,7,53908.41,4456.3675,9,5,17,5.0,39,24.0,25.07,11.0
2959,0x2bce,1,38.0,8,83355.33,7208.2775,6,4,8,2.0,12,14.0,8.07,2.0
2961,0x2bd1,1,38.0,8,83355.33,7208.2775,6,4,8,2.0,11,16.0,8.07,4.0
2962,0x2bd2,1,38.0,8,83355.33,7208.2775,6,4,8,2.0,11,15.0,8.07,4.0
2964,0x2bd5,1,39.0,8,83355.33,7208.2775,6,4,8,2.0,11,15.0,10.07,4.0
2966,0x2bdd,1,43.0,10,11646.19,819.5158333333335,6,3,14,2.0,14,23.0,9.33,6.0
2967,0x2bde,1,43.0,10,11646.19,819.5158333333335,6,3,14,2.0,18,20.0,9.33,6.0
2969,0x2be0,1,44.0,10,11646.19,819.5158333333335,6,3,14,2.0,14,20.0,9.33,6.0
2970,0x2be1,1,44.0,10,11646.19,819.5158333333335,6,3,14,2.0,14,20.0,5.33,6.0
2972,0x2be7,0,45.0,15,69577.92,5882.16,5,6,3,3.0,15,7.0,8.53,1.0
2973,0x2be8,0,45.0,15,69577.92,5882.16,5,6,3,3.0,16,6.0,8.53,1.0
2974,0x2be9,1,45.0,12,69577.92,5882.16,5,6,3,3.0,16,5.0,4.529999999999999,1.0
2976,0x2beb,1,45.0,15,69577.92,5882.16,5,6,3,3.0,13,7.0,8.53,6.0
2977,0x2bec,0,46.0,15,69577.92,5882.16,5,6,3,3.0,13,3.0,5.529999999999999,4.0
2978,0x2bf2,1,36.0,2,25621.01,1837.0841666666663,3,7,3,2.0,14,14.0,1.37,2.0
2979,0x2bf3,1,36.0,2,25621.01,1837.0841666666663,3,7,3,2.0,17,9.0,1.37,2.0
2980,0x2bf4,1,36.0,12,25621.01,1837.0841666666663,3,7,3,2.0,11,8.0,-5.63,2.0
2981,0x2bf5,1,36.0,2,25621.01,1837.0841666666663,3,7,3,2.0,16,9.0,9.41,2.0
2982,0x2bf6,1,36.0,2,25621.01,1837.0841666666663,3,7,3,2.0,14,8.0,3.37,2.0
2983,0x2bf7,1,36.0,2,25621.01,1837.0841666666663,3,7,3,2.0,14,9.0,1.37,2.0
2984,0x2bf8,1,37.0,2,25621.01,1837.0841666666663,3,7,3,2.0,14,9.0,5.37,2.0
2985,0x2bf9,1,37.0,2,25621.01,1837.0841666666663,3,7,3,2.0,14,10.0,6.37,2.0
2986,0x2c0a,0,45.0,7,42947.49,3470.9575,4,7,15,2.0,10,20.0,18.38,7.0
2987,0x2c0b,1,45.0,7,42947.49,3470.9575,4,7,15,2.0,8,17.0,18.38,7.0
2988,0x2c0c,0,45.0,7,42947.49,3470.9575,4,7,15,2.0,15,20.0,18.38,7.0
2989,0x2c0d,0,45.0,7,42947.49,3470.9575,4,7,15,2.0,13,23.0,18.38,7.0
2990,0x2c0e,0,45.0,7,42947.49,3470.9575,4,7,15,2.0,6,20.0,18.38,7.0
2991,0x2c0f,0,45.0,7,42947.49,3578.9575,4,7,15,2.0,10,19.0,18.38,7.0
2992,0x2c10,1,45.0,7,42947.49,3470.9575,4,7,15,2.0,10,14.0,18.38,12.0
2993,0x2c11,1,45.0,7,42947.49,3470.9575,4,7,15,2.0,15,20.0,18.38,12.0
2994,0x2c16,0,16.0,13,49023.60000000001,3935.300000000001,5,6,28,6.0,13,12.0,9.64,6.0
2995,0x2c17,0,16.0,13,49023.60000000001,4085.300000000001,5,6,28,6.0,13,13.0,9.64,6.0
2996,0x2c18,0,17.0,13,49023.60000000001,3935.300000000001,5,6,28,6.0,13,17.0,9.64,6.0
2997,0x2c19,0,17.0,13,49023.60000000001,3935.300000000001,5,6,28,6.0,10,18.0,9.64,6.0
2998,0x2c1a,0,17.0,13,49023.60000000001,3935.300000000001,5,6,28,6.0,13,12.0,7.6400000000000015,6.0
2999,0x2c1b,1,17.0,13,49023.60000000001,3935.300000000001,5,6,28,6.0,11,15.0,9.64,6.0
3001,0x2c22,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,35,27.0,17.71,11.0
3002,0x2c23,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,40,25.0,10.71,11.0
3003,0x2c24,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,40,26.0,17.71,14.0
3004,0x2c26,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,42,25.0,17.71,14.0
3005,0x2c27,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,40,25.0,11.71,14.0
3006,0x2c28,0,37.0,5,60263.43000000001,5242.9525,10,5,20,5.0,40,23.0,17.71,6.0
3007,0x2c2e,1,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,3.0,7.77,1.0
3008,0x2c2f,1,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,4.0,7.77,1.0
3009,0x2c30,1,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,3.0,0.7699999999999996,4.0
3011,0x2c32,1,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,3.0,7.77,4.0
3013,0x2c34,0,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,4.0,6.77,4.0
3014,0x2c35,0,37.0,14,44036.97,3884.7475,2,3,11,4.0,15,3.0,7.77,4.0
3015,0x2c3a,1,18.0,12,12681.45,1191.7875,6,7,15,0.0,13,16.0,9.49,1.0
3016,0x2c3c,1,18.0,12,12681.45,1191.7875,6,7,15,0.0,13,17.0,9.49,1.0
3017,0x2c3d,1,18.0,2,12681.45,1191.7875,6,7,15,0.0,13,17.0,9.49,1.0
3018,0x2c3e,1,18.0,2,12681.45,1191.7875,6,7,15,0.0,10,13.0,9.49,2.0
3019,0x2c3f,1,19.0,2,12681.45,1056.7875,6,7,15,0.0,13,16.0,9.49,2.0
3020,0x2c41,0,19.0,2,12681.45,1191.7875,6,7,15,0.0,13,16.0,9.49,2.0
3021,0x2c47,1,30.0,5,16568.425,1550.7020833333331,5,3,18,1.0,14,8.0,3.56,4.0
3022,0x2c48,1,30.0,12,16568.425,1550.7020833333331,5,3,18,1.0,12,8.0,3.56,4.0
3024,0x2c4b,1,30.0,5,16568.425,1550.7020833333331,5,3,18,1.0,14,8.0,3.56,6.0
3025,0x2c4c,1,30.0,5,16568.425,1550.7020833333331,5,3,18,1.0,14,8.0,3.56,5.0
3031,0x2c57,1,30.0,15,14952.03,1445.0025,10,8,22,9.0,14,28.0,17.2,10.0
3032,0x2c59,1,30.0,15,14952.03,1445.0025,10,8,22,9.0,19,25.0,17.2,12.0
3033,0x2c5e,1,15.0,9,101500.92,8656.41,4,6,14,2.0,32,18.0,10.37,5.0
3034,0x2c5f,1,15.0,9,101500.92,8656.41,4,6,14,2.0,28,18.0,10.37,5.0
3035,0x2c60,1,15.0,9,101500.92,8458.41,4,6,14,2.0,29,18.0,10.37,5.0
3036,0x2c62,0,15.0,9,101500.92,8656.41,4,6,14,2.0,29,14.0,10.37,6.0
3037,0x2c63,0,15.0,9,101500.92,8458.41,4,6,14,2.0,29,18.0,10.37,6.0
3038,0x2c64,0,15.0,9,101500.92,8656.41,4,6,14,2.0,29,16.0,10.37,6.0
3039,0x2c65,0,16.0,9,101500.92,8656.41,4,6,14,2.0,29,18.0,13.37,6.0
3040,0x2c76,1,46.0,5,36591.25,3115.270833333333,7,5,5,4.0,17,10.0,7.12,3.0
3041,0x2c77,1,46.0,5,36591.25,3115.270833333333,7,5,5,4.0,19,10.0,7.12,3.0
3044,0x2c7d,1,47.0,5,36591.25,3049.270833333333,7,5,5,4.0,17,10.0,7.12,5.0
3045,0x2c82,1,50.0,10,47280.76,3713.063333333334,5,3,17,0.0,8,20.0,11.91,3.0
3046,0x2c83,1,51.0,10,47280.76,3713.063333333334,5,3,17,0.0,12,19.0,11.91,3.0
3047,0x2c84,1,51.0,10,47280.76,3713.063333333334,5,3,17,0.0,7,20.0,11.91,3.0
3048,0x2c85,1,51.0,10,47280.76,3713.063333333334,5,3,17,0.0,12,20.0,12.91,3.0
3052,0x2c8e,1,38.0,12,108161.7,9151.475,5,6,1,2.0,24,14.0,6.16,2.0
3053,0x2c8f,1,38.0,3,108161.7,9013.475,5,6,1,2.0,27,13.0,6.16,4.0
3054,0x2c90,1,38.0,3,108161.7,9151.475,5,6,1,2.0,27,13.0,6.16,4.0
3056,0x2c92,1,38.0,3,108161.7,9151.475,5,6,1,2.0,27,11.0,6.16,4.0
3058,0x2c94,1,39.0,3,108161.7,9151.475,5,6,1,2.0,27,15.0,6.16,4.0
3059,0x2c95,1,39.0,3,108161.7,9013.475,5,6,1,2.0,29,13.0,6.16,4.0
3060,0x2ca6,1,30.0,5,41977.78,3362.148333333333,7,9,31,6.0,18,14.0,19.89,10.0
3062,0x2ca8,1,30.0,5,41977.78,3362.148333333333,7,9,31,6.0,16,28.0,19.89,11.0
3063,0x2ca9,1,30.0,5,41977.78,3362.148333333333,7,9,31,6.0,13,25.0,19.89,11.0
3064,0x2caa,1,30.0,12,41977.78,3362.148333333333,7,9,31,6.0,16,22.0,13.89,11.0
3065,0x2cab,1,31.0,5,41977.78,3362.148333333333,7,9,31,6.0,16,25.0,19.89,11.0
3066,0x2cac,1,31.0,12,41977.78,3362.148333333333,7,9,31,6.0,16,25.0,22.89,6.0
3067,0x2cad,1,31.0,5,41977.78,3362.148333333333,7,9,31,6.0,16,25.0,19.89,11.0
3068,0x2cb2,1,24.0,9,11731.585,828.6320833333333,8,3,6,2.0,15,12.0,7.48,1.0
3069,0x2cb3,1,24.0,9,11731.585,828.6320833333333,8,3,6,2.0,11,9.0,7.48,2.0
3070,0x2cb4,1,24.0,9,11731.585,828.6320833333333,8,3,6,2.0,13,10.0,6.48,2.0
3071,0x2cb5,1,24.0,9,11731.585,828.6320833333333,8,3,6,2.0,15,10.0,7.48,2.0
3072,0x2cb6,1,24.0,9,11731.585,977.6320833333332,8,3,6,2.0,18,14.0,7.48,2.0
3073,0x2cb7,1,24.0,9,11731.585,977.6320833333332,8,3,6,2.0,11,10.0,7.48,2.0
3074,0x2cb8,1,24.0,9,11731.585,828.6320833333333,8,3,6,2.0,14,7.0,9.41,2.0
3075,0x2cb9,1,25.0,9,11731.585,977.6320833333332,8,3,6,2.0,18,14.0,7.48,2.0
3076,0x2cbf,1,37.0,11,88406.34,7113.195,2,7,12,4.0,15,0.0,9.06,2.0
3078,0x2cc1,1,37.0,11,88406.34,7113.195,2,7,12,4.0,15,-2.0,9.06,2.0
3079,0x2cc2,1,37.0,11,88406.34,7113.195,2,7,12,4.0,15,0.0,9.06,2.0
3080,0x2cc3,1,37.0,11,88406.34,7367.195,2,7,12,4.0,10,3.0,9.06,3.0
