,ID,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,y
2483,0x2859,15.0,15,85423.16,7000.596666666667,6,3,14,2.0,30,17.0,16.94,6.0,1
2484,0x285a,15.0,15,85423.16,7000.596666666667,6,3,14,2.0,30,17.0,16.94,6.0,1
2485,0x285b,15.0,15,85423.16,7118.596666666667,6,3,14,2.0,30,17.0,16.94,6.0,1
2486,0x285c,15.0,15,85423.16,7000.596666666667,6,3,14,2.0,30,17.0,18.94,11.0,1
2488,0x2863,28.0,14,20308.26,1684.3549999999998,6,5,28,6.0,33,11.0,16.13,12.0,0
2489,0x2864,28.0,14,20308.26,1684.3549999999998,6,5,28,6.0,33,9.0,16.13,12.0,0
2490,0x2865,28.0,14,20308.26,1692.3549999999998,6,5,28,6.0,33,10.0,16.13,12.0,0
2491,0x2866,28.0,14,20308.26,1684.3549999999998,6,5,28,6.0,33,13.0,16.13,12.0,0
2492,0x2867,28.0,14,20308.26,1684.3549999999998,6,5,28,6.0,33,14.0,16.13,12.0,0
2493,0x2869,29.0,14,20308.26,1684.3549999999998,6,5,28,6.0,33,11.0,11.13,15.0,0
2494,0x286e,20.0,7,60889.08,4859.09,10,6,21,9.0,44,23.0,27.19,10.0,1
2495,0x286f,20.0,7,60889.08,4859.09,10,6,21,9.0,44,20.0,27.19,6.0,1
2496,0x2871,20.0,7,60889.08,4859.09,10,6,21,9.0,44,23.0,27.19,10.0,0
2498,0x2873,20.0,7,60889.08,4859.09,10,6,21,9.0,44,25.0,23.19,6.0,0
2499,0x2875,20.0,7,60889.08,4859.09,10,6,21,9.0,44,23.0,27.19,10.0,1
2500,0x287b,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,25,14.0,19.91,5.0,1
2501,0x287c,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,25,16.0,19.91,5.0,1
2502,0x287d,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,25,16.0,19.91,5.0,1
2503,0x287e,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,26,14.0,19.91,5.0,1
2504,0x287f,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,24,16.0,19.91,5.0,1
2505,0x2880,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,28,16.0,19.91,5.0,2
2506,0x2881,37.0,10,13603.41,863.6175000000002,6,5,16,6.0,20,17.0,24.91,5.0,2
2507,0x2886,33.0,10,12943.475,1327.6229166666667,5,5,9,6.0,20,13.0,12.6,6.0,1
2509,0x2888,33.0,10,12943.475,1327.6229166666667,5,5,9,6.0,20,16.0,4.6,6.0,1
2510,0x2889,33.0,10,12943.475,1327.6229166666667,5,5,9,6.0,20,16.0,10.6,6.0,1
2511,0x288b,33.0,10,12943.475,1078.6229166666667,5,5,9,6.0,21,14.0,10.6,6.0,1
2512,0x288c,33.0,10,12943.475,1327.6229166666667,5,5,9,6.0,15,12.0,10.6,6.0,1
2513,0x288d,34.0,10,12943.475,1327.6229166666667,5,5,9,6.0,20,14.0,10.6,6.0,1
2514,0x2892,31.0,9,44483.64,3680.97,8,10,17,8.0,27,16.0,20.12,7.0,1
2515,0x2893,31.0,9,44483.64,3706.97,8,10,17,8.0,29,14.0,21.12,7.0,1
2516,0x2894,31.0,9,44483.64,3706.97,8,10,17,8.0,27,16.0,20.12,7.0,1
2517,0x2896,31.0,9,44483.64,3680.97,8,10,17,8.0,27,16.0,20.12,7.0,1
2518,0x2897,31.0,9,44483.64,3680.97,8,10,17,8.0,31,15.0,20.12,7.0,1
2520,0x2899,32.0,9,44483.64,3680.97,8,10,17,8.0,27,14.0,20.12,8.0,1
2521,0x28b6,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,12,16.0,15.52,8.0,1
2522,0x28b7,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,12,16.0,15.52,8.0,1
2523,0x28b8,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,12,14.0,15.52,8.0,1
2524,0x28b9,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,11,16.0,15.52,8.0,2
2525,0x28ba,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,12,16.0,15.52,8.0,2
2526,0x28bc,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,7,18.0,15.52,8.0,2
2527,0x28bd,41.0,11,35518.98,3068.9150000000004,8,6,9,3.0,12,16.0,15.52,9.0,2
2528,0x28c2,43.0,6,8875.135,989.5945833333334,8,9,27,2.0,29,14.0,18.46,12.0,0
2529,0x28c3,43.0,6,8875.135,739.5945833333334,8,9,27,2.0,26,12.0,18.46,12.0,0
2530,0x28c4,43.0,6,8875.135,989.5945833333334,8,9,27,2.0,26,14.0,18.46,12.0,0
2531,0x28c5,43.0,6,8875.135,989.5945833333334,8,9,27,2.0,26,14.0,15.46,12.0,0
2533,0x28c7,43.0,6,8875.135,989.5945833333334,8,9,27,2.0,27,14.0,18.46,15.0,0
2534,0x28c8,43.0,6,8875.135,989.5945833333334,8,9,27,2.0,26,13.0,18.46,15.0,0
2535,0x28c9,43.0,6,8875.135,739.5945833333334,8,9,27,2.0,26,14.0,23.46,15.0,0
2536,0x28cf,36.0,10,16708.07,1359.3391666666666,6,9,22,8.0,55,18.0,8.47,12.0,0
2537,0x28d0,36.0,10,16708.07,1359.3391666666666,6,9,22,8.0,55,14.0,8.47,12.0,1
2539,0x28d3,36.0,10,16708.07,1392.3391666666666,6,9,22,8.0,51,19.0,8.47,12.0,0
2540,0x28d4,36.0,10,16708.07,1359.3391666666666,6,9,22,8.0,55,18.0,8.47,12.0,0
2541,0x28d5,36.0,10,16708.07,1392.3391666666666,6,9,22,8.0,55,18.0,8.47,12.0,0
2543,0x28dc,19.0,6,81395.44,6584.953333333334,1,4,10,0.0,0,14.0,2.75,1.0,2
2545,0x28de,19.0,6,81395.44,6584.953333333334,1,4,10,0.0,0,6.0,2.75,2.0,2
2546,0x28df,19.0,6,81395.44,6584.953333333334,1,4,10,0.0,0,6.0,9.41,2.0,2
2548,0x28e1,19.0,6,81395.44,6584.953333333334,1,4,10,0.0,-2,6.0,2.75,2.0,1
2549,0x28e7,22.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,20.0,4.97,6.0,1
2550,0x28e8,22.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,20.0,4.97,1.0,1
2551,0x28e9,23.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,20.0,4.97,5.0,1
2552,0x28ea,23.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,20.0,4.97,5.0,1
2553,0x28eb,23.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,17.0,4.97,5.0,1
2554,0x28ec,23.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,20.0,4.97,5.0,2
2555,0x28ed,23.0,10,48780.56,3835.046666666666,4,5,16,0.0,29,23.0,4.97,5.0,2
2556,0x28f2,28.0,9,141753.72,11812.81,5,5,13,4.0,10,14.0,18.65,6.0,1
2557,0x28f3,28.0,9,141753.72,11587.81,5,5,13,4.0,10,12.0,18.65,6.0,1
2558,0x28f4,28.0,9,141753.72,11587.81,5,5,13,4.0,8,14.0,18.65,6.0,1
2559,0x28f5,28.0,9,141753.72,11812.81,5,5,13,4.0,10,14.0,18.65,6.0,2
2560,0x28f6,29.0,9,141753.72,11812.81,5,5,13,4.0,10,14.0,18.65,6.0,2
2561,0x28f7,29.0,9,141753.72,11587.81,5,5,13,4.0,14,14.0,18.65,6.0,2
2562,0x28f8,29.0,9,141753.72,11587.81,5,5,13,4.0,11,14.0,18.65,6.0,2
2563,0x28f9,29.0,9,141753.72,11587.81,5,5,13,4.0,10,14.0,18.65,6.0,2
2565,0x28ff,43.0,8,48608.78,4300.731666666667,5,5,5,2.0,14,17.0,15.11,12.0,1
2567,0x2901,43.0,8,48608.78,4300.731666666667,5,5,5,2.0,14,17.0,15.11,12.0,1
2568,0x2902,43.0,8,48608.78,4300.731666666667,5,5,5,2.0,14,17.0,16.11,12.0,1
2569,0x2903,43.0,8,48608.78,4300.731666666667,5,5,5,2.0,18,14.0,15.11,12.0,1
2570,0x2904,43.0,8,48608.78,4300.731666666667,5,5,5,2.0,9,17.0,15.11,12.0,1
2571,0x290a,22.0,13,63206.72,5309.2266666666665,9,8,27,8.0,38,15.0,26.48,8.0,0
2572,0x290b,22.0,13,63206.72,5309.2266666666665,9,8,27,8.0,38,18.0,26.48,8.0,1
2573,0x290c,22.0,12,63206.72,5309.2266666666665,9,8,27,8.0,38,18.0,26.48,8.0,0
2574,0x290d,22.0,13,63206.72,5267.2266666666665,9,8,27,8.0,38,18.0,26.48,8.0,1
2576,0x2910,23.0,13,63206.72,5309.2266666666665,9,8,27,8.0,38,21.0,26.48,13.0,0
2577,0x2911,23.0,13,63206.72,5309.2266666666665,9,8,27,8.0,41,15.0,26.48,13.0,1
2578,0x2916,27.0,7,63635.12,5476.926666666667,3,4,2,2.0,12,9.0,11.25,4.0,1
2579,0x2917,27.0,12,63635.12,5476.926666666667,3,4,2,2.0,12,7.0,11.25,4.0,1
2580,0x2918,27.0,7,63635.12,5476.926666666667,3,4,2,2.0,12,13.0,11.25,4.0,1
2581,0x2919,27.0,7,63635.12,5476.926666666667,3,4,2,2.0,12,11.0,9.41,4.0,1
2583,0x291b,27.0,7,63635.12,5476.926666666667,3,4,2,2.0,12,10.0,11.25,7.0,1
2584,0x291c,28.0,7,63635.12,5476.926666666667,3,4,2,2.0,15,10.0,15.25,7.0,1
2585,0x291d,28.0,7,63635.12,5302.926666666667,3,4,2,2.0,12,10.0,11.25,7.0,1
2586,0x2922,30.0,9,126849.18,10511.765,2,3,3,0.0,11,8.0,4.04,3.0,1
2587,0x2923,30.0,9,126849.18,10511.765,2,3,3,0.0,11,6.0,4.04,3.0,2
2588,0x2924,30.0,9,126849.18,10570.765,2,3,3,0.0,10,8.0,4.04,3.0,2
2589,0x2925,31.0,9,126849.18,10511.765,2,3,3,0.0,11,6.0,4.04,6.0,2
2590,0x2926,31.0,9,126849.18,10511.765,2,3,3,0.0,13,6.0,4.04,3.0,2
2591,0x2927,31.0,9,126849.18,10511.765,2,3,3,0.0,11,6.0,4.04,3.0,2
2592,0x2928,31.0,9,126849.18,10570.765,2,3,3,0.0,15,6.0,4.04,3.0,1
2593,0x2929,31.0,9,126849.18,10511.765,2,3,3,0.0,11,6.0,3.04,8.0,1
2594,0x292e,45.0,2,8779.145,507.59541666666667,10,6,32,7.0,27,22.0,3.33,11.0,0
2596,0x2931,45.0,2,8779.145,507.59541666666667,10,6,32,7.0,27,22.0,3.33,11.0,0
2597,0x2932,45.0,2,8779.145,731.5954166666667,10,6,32,7.0,32,22.0,3.33,11.0,0
2598,0x293a,34.0,2,16154.8,1443.2333333333331,4,3,8,2.0,22,16.0,17.36,6.0,1
2599,0x293b,34.0,2,16154.8,1443.2333333333331,4,3,8,2.0,22,16.0,17.36,6.0,1
2600,0x293c,34.0,2,16154.8,1443.2333333333331,4,3,8,2.0,22,14.0,17.36,6.0,1
2601,0x293d,35.0,12,16154.8,1346.2333333333331,4,3,8,2.0,22,17.0,17.36,6.0,1
2602,0x293e,35.0,2,16154.8,1443.2333333333331,4,3,8,2.0,22,14.0,17.36,6.0,1
2603,0x2941,35.0,2,16154.8,1443.2333333333331,4,3,8,2.0,24,16.0,17.36,6.0,1
2604,0x2946,54.0,8,11631.405,858.28375,4,7,8,4.0,23,17.0,1.57,3.0,2
2605,0x2947,54.0,8,11631.405,969.28375,4,7,8,4.0,23,17.0,1.57,3.0,2
2606,0x2948,54.0,8,11631.405,858.28375,4,7,8,4.0,18,17.0,6.57,3.0,2
2607,0x2949,54.0,12,11631.405,858.28375,4,7,8,4.0,23,17.0,1.57,3.0,2
2608,0x294a,54.0,8,11631.405,969.28375,4,7,8,4.0,23,14.0,1.57,3.0,2
2610,0x294c,54.0,8,11631.405,858.28375,4,7,8,4.0,23,19.0,1.57,3.0,1
2611,0x2953,31.0,10,24726.48,1767.54,4,6,15,2.0,17,16.0,6.51,3.0,1
2612,0x2954,31.0,10,24726.48,1767.54,4,6,15,2.0,18,16.0,10.51,3.0,1
2614,0x2956,31.0,10,24726.48,1767.54,4,6,15,2.0,17,16.0,13.51,3.0,1
2616,0x2959,31.0,10,24726.48,1767.54,4,6,15,2.0,17,16.0,11.51,6.0,1
2617,0x295f,25.0,12,44188.5,3413.375,8,9,17,7.0,21,19.0,9.41,10.0,0
2618,0x2960,25.0,3,44188.5,3413.375,8,9,17,7.0,21,19.0,3.41,10.0,0
2619,0x2961,25.0,3,44188.5,3413.375,8,9,17,7.0,21,19.0,3.41,10.0,0
2620,0x2962,25.0,3,44188.5,3413.375,8,9,17,7.0,21,22.0,3.41,10.0,0
2621,0x2963,25.0,3,44188.5,3413.375,8,9,17,7.0,21,20.0,4.41,10.0,0
2622,0x2964,25.0,3,44188.5,3413.375,8,9,17,7.0,23,19.0,3.41,13.0,0
2623,0x2965,25.0,3,44188.5,3413.375,8,9,17,7.0,21,19.0,5.41,13.0,0
2624,0x296b,26.0,0,13065.87,1359.8225,5,6,13,2.0,14,11.0,1.72,2.0,1
2625,0x296c,26.0,12,13065.87,1359.8225,5,6,13,2.0,11,11.0,1.72,2.0,1
2626,0x296d,26.0,0,13065.87,1359.8225,5,6,13,2.0,14,8.0,-1.28,5.0,1
2627,0x296e,26.0,0,13065.87,1088.8225,5,6,13,2.0,14,13.0,8.72,5.0,1
2628,0x296f,26.0,0,13065.87,1359.8225,5,6,13,2.0,14,9.0,1.72,5.0,1
2629,0x2970,26.0,12,13065.87,1359.8225,5,6,13,2.0,14,14.0,1.72,5.0,1
2630,0x2971,26.0,0,13065.87,1359.8225,5,6,13,2.0,14,11.0,1.72,5.0,1
2631,0x2976,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,20,15.0,14.34,6.0,1
2632,0x2977,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,20,18.0,8.34,6.0,1
2633,0x2978,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,18,16.0,13.34,6.0,1
2634,0x2979,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,20,15.0,8.34,9.0,1
2635,0x297a,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,20,16.0,8.34,9.0,1
2636,0x297b,17.0,6,49447.74000000001,4282.645,7,4,9,5.0,20,16.0,8.34,9.0,1
2637,0x297c,18.0,12,49447.74000000001,4120.645000000001,7,4,9,5.0,20,19.0,7.34,9.0,1
2638,0x297d,18.0,6,49447.74000000001,4282.645,7,4,9,5.0,17,14.0,8.34,9.0,1
2639,0x2982,23.0,14,42941.85000000001,3311.487500000001,6,9,26,3.0,43,19.0,13.92,7.0,0
2640,0x2983,23.0,14,42941.85000000001,3311.487500000001,6,9,26,3.0,43,16.0,13.92,7.0,0
2641,0x2984,23.0,14,42941.85000000001,3311.487500000001,6,9,26,3.0,43,17.0,13.92,7.0,0
2643,0x2986,24.0,12,42941.85000000001,3311.487500000001,6,9,26,3.0,43,17.0,13.92,7.0,0
2645,0x2989,24.0,14,42941.85000000001,3311.487500000001,6,9,26,3.0,43,17.0,13.92,7.0,0
2646,0x298e,33.0,3,37824.65,3208.054166666667,5,2,3,3.0,6,8.0,2.78,3.0,2
2647,0x2990,33.0,3,37824.65,3208.054166666667,5,2,3,3.0,6,14.0,2.78,3.0,2
2648,0x2992,33.0,3,37824.65,3208.054166666667,5,2,3,3.0,6,8.0,2.78,5.0,2
2649,0x2994,33.0,3,37824.65,3152.054166666667,5,2,3,3.0,6,8.0,2.78,5.0,1
2651,0x299a,53.0,11,66732.58,5845.048333333332,0,2,3,0.0,9,8.0,3.64,3.0,2
2652,0x299b,53.0,11,66732.58,5845.048333333332,0,2,3,0.0,9,8.0,3.64,3.0,2
2653,0x299c,53.0,11,66732.58,5845.048333333332,0,2,3,0.0,9,8.0,4.6400000000000015,5.0,1
2654,0x299d,53.0,11,66732.58,5845.048333333332,0,2,3,0.0,9,8.0,3.64,5.0,2
2655,0x29a1,53.0,11,66732.58,5561.048333333333,0,2,3,0.0,8,8.0,3.64,5.0,2
2656,0x29a6,16.0,11,61463.94,5309.995,7,8,30,9.0,45,17.0,5.79,7.0,0
2657,0x29a7,16.0,11,61463.94,5121.995,7,8,30,9.0,45,17.0,9.41,7.0,0
2659,0x29a9,16.0,11,61463.94,5309.995,7,8,30,9.0,45,16.0,9.41,7.0,0
2660,0x29ab,16.0,11,61463.94,5309.995,7,8,30,9.0,49,17.0,5.79,7.0,0
2661,0x29ac,16.0,11,61463.94,5121.995,7,8,30,9.0,46,17.0,5.79,7.0,0
2662,0x29ad,16.0,11,61463.94,5480.873642746117,7,8,30,9.0,45,17.0,5.79,7.0,0
2663,0x29b2,38.0,5,115800.54,9860.045,4,4,9,1.0,2,2.0,11.9,2.0,0
2666,0x29b5,38.0,5,115800.54,9860.045,4,4,9,1.0,6,14.0,11.9,2.0,0
2667,0x29b6,38.0,5,115800.54,9860.045,4,4,9,1.0,2,0.0,9.9,2.0,0
2668,0x29b7,38.0,5,115800.54,9650.045,4,4,9,1.0,5,2.0,15.9,2.0,1
2669,0x29b8,39.0,5,115800.54,9650.045,4,4,9,1.0,2,5.0,11.9,2.0,0
2671,0x29be,22.0,3,88133.16,7147.43,2,4,6,0.0,14,3.0,9.5,0.0,1
2672,0x29bf,22.0,3,88133.16,7147.43,2,4,6,0.0,14,5.0,9.5,0.0,2
2673,0x29c0,23.0,3,88133.16,7147.43,2,4,6,0.0,11,5.0,9.5,0.0,2
2675,0x29c2,23.0,3,88133.16,7147.43,2,4,6,0.0,14,2.0,9.5,0.0,1
2676,0x29c3,23.0,3,88133.16,7147.43,2,4,6,0.0,14,6.0,13.5,0.0,1
2678,0x29c5,23.0,3,88133.16,7147.43,2,4,6,0.0,14,5.0,9.5,0.0,1
2679,0x29ca,40.0,8,27632.92,2312.7433333333333,8,3,9,3.0,18,12.0,8.99,3.0,1
2680,0x29cb,40.0,8,27632.92,2312.7433333333333,8,3,9,3.0,16,12.0,13.99,3.0,1
2682,0x29cd,40.0,12,27632.92,2312.7433333333333,8,3,9,3.0,15,15.0,8.99,3.0,0
2683,0x29ce,40.0,8,27632.92,2312.7433333333333,8,3,9,3.0,18,13.0,8.99,3.0,0
2684,0x29cf,40.0,8,27632.92,2302.7433333333333,8,3,9,3.0,21,12.0,8.99,3.0,0
2685,0x29d1,41.0,8,27632.92,2312.7433333333333,8,3,9,3.0,17,12.0,8.99,3.0,0
2686,0x29d7,18.0,6,21846.06,1820.505,2,6,8,2.0,7,4.0,0.95,2.0,2
2687,0x29d9,18.0,6,21846.06,1978.505,2,6,8,2.0,6,6.0,0.95,3.0,2
2688,0x29da,18.0,6,21846.06,1820.505,2,6,8,2.0,6,6.0,0.95,3.0,2
2689,0x29db,18.0,6,21846.06,1978.505,2,6,8,2.0,6,3.0,0.95,3.0,2
2690,0x29dd,18.0,6,21846.06,1978.505,2,6,8,2.0,6,9.0,0.95,3.0,2
2691,0x29e2,29.0,10,8610.765,888.5637499999998,5,7,5,3.0,31,11.0,16.17,8.0,1
2692,0x29e3,29.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,13.0,16.17,8.0,1
2693,0x29e4,29.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,15.0,16.17,8.0,1
2695,0x29e6,30.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,14.0,16.17,8.0,1
2696,0x29e7,30.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,14.0,16.17,13.0,1
2697,0x29e8,30.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,13.0,23.17,13.0,1
2698,0x29e9,30.0,10,8610.765,888.5637499999998,5,7,5,3.0,27,11.0,23.17,13.0,1
2700,0x29ef,27.0,4,49023.22,4161.268333333333,5,5,13,2.0,6,11.0,12.48,3.0,1
2701,0x29f0,27.0,4,49023.22,4161.268333333333,5,5,13,2.0,6,13.0,11.48,3.0,1
2703,0x29f2,27.0,4,49023.22,4161.268333333333,5,5,13,2.0,6,12.0,11.48,3.0,1
2704,0x29f3,27.0,4,49023.22,4161.268333333333,5,5,13,2.0,10,10.0,11.48,3.0,1
2705,0x29f4,27.0,4,49023.22,4161.268333333333,5,5,13,2.0,6,12.0,11.48,3.0,1
2707,0x29fa,42.0,2,104564.64,8713.72,4,7,8,2.0,16,19.0,9.64,0.0,1
2708,0x29fb,42.0,2,104564.64,9002.72,4,7,8,2.0,17,20.0,9.64,0.0,1
2709,0x29fc,42.0,2,104564.64,9002.72,4,7,8,2.0,17,17.0,12.64,0.0,1
2710,0x29fd,42.0,2,104564.64,8713.72,4,7,8,2.0,13,16.0,9.41,0.0,1
2711,0x29fe,42.0,2,104564.64,9002.72,4,7,8,2.0,18,19.0,12.64,0.0,1
2712,0x29ff,42.0,2,104564.64,9002.72,4,7,8,2.0,17,18.0,10.64,0.0,1
2713,0x2a00,42.0,2,104564.64,9002.72,4,7,8,2.0,17,18.0,9.64,0.0,1
2714,0x2a01,42.0,2,104564.64,9002.72,4,7,8,2.0,17,18.0,9.64,0.0,1
2715,0x2a06,27.0,5,59751.78,4979.315,7,7,17,4.0,22,13.0,16.82,9.0,1
2716,0x2a07,27.0,12,59751.78,5044.315,7,7,17,4.0,22,13.0,17.82,9.0,0
2718,0x2a09,28.0,5,59751.78,5044.315,7,7,17,4.0,22,13.0,16.82,9.0,0
2719,0x2a0a,28.0,5,59751.78,5044.315,7,7,17,4.0,22,14.0,16.82,9.0,1
2720,0x2a0b,28.0,5,59751.78,5044.315,7,7,17,4.0,22,13.0,16.82,9.0,0
2721,0x2a0c,28.0,5,59751.78,5044.315,7,7,17,4.0,23,13.0,16.82,9.0,0
2722,0x2a0d,28.0,5,59751.78,5044.315,7,7,17,4.0,22,13.0,16.82,9.0,0
2723,0x2a13,19.0,1,20978.49,1853.2075,6,10,20,3.0,29,14.0,12.32,8.0,0
2724,0x2a15,19.0,1,20978.49,1853.2075,6,10,20,3.0,28,10.0,12.32,8.0,1
2725,0x2a16,19.0,1,20978.49,1853.2075,6,10,20,3.0,29,10.0,7.32,8.0,1
2726,0x2a17,20.0,1,20978.49,1853.2075,6,10,20,3.0,29,10.0,12.32,8.0,1
2727,0x2a18,20.0,1,20978.49,1853.2075,6,10,20,3.0,29,8.0,12.32,8.0,0
2729,0x2a1e,44.0,3,118644.36000000002,10033.03,1,2,9,1.0,13,2.0,8.53,3.0,1
2730,0x2a20,44.0,12,118644.36000000002,10033.03,1,2,9,1.0,13,2.0,8.53,6.0,1
2731,0x2a21,44.0,3,118644.36000000002,10033.03,1,2,9,1.0,13,2.0,8.53,3.0,1
2732,0x2a22,44.0,3,118644.36000000002,10033.03,1,2,9,1.0,13,2.0,8.53,3.0,2
2733,0x2a23,44.0,3,118644.36000000002,10033.03,1,2,9,1.0,10,2.0,5.529999999999999,6.0,2
2734,0x2a24,44.0,3,118644.36000000002,10033.03,1,2,9,1.0,13,0.0,2.53,6.0,1
2735,0x2a25,44.0,12,118644.36000000002,10033.03,1,2,9,1.0,13,1.0,4.529999999999999,6.0,1
2737,0x2a2b,19.0,0,30029.59,2406.465833333333,1,5,5,4.0,13,10.0,-2.52,1.0,2
2738,0x2a2c,19.0,0,30029.59,2406.465833333333,1,5,5,4.0,13,10.0,4.48,1.0,1
2739,0x2a2d,19.0,0,30029.59,2406.465833333333,0,4,5,4.0,10,10.0,4.48,1.0,2
2740,0x2a2e,19.0,0,30029.59,2406.465833333333,0,4,5,4.0,13,10.0,4.48,1.0,1
2741,0x2a2f,19.0,0,30029.59,2502.465833333333,0,4,5,4.0,13,13.0,4.48,5.0,2
2743,0x2a36,20.0,10,81557.0,6718.416666666668,9,7,18,6.0,54,15.0,22.91,9.0,1
2744,0x2a37,20.0,10,81557.0,6718.416666666668,9,7,18,6.0,55,15.0,22.91,9.0,1
2747,0x2a3b,20.0,10,81557.0,6718.416666666668,9,7,18,6.0,55,15.0,22.91,9.0,1
2748,0x2a3c,20.0,10,81557.0,6718.416666666668,9,7,18,6.0,55,17.0,23.91,12.0,0
2749,0x2a3d,20.0,10,81557.0,6718.416666666668,9,7,18,6.0,54,15.0,22.91,12.0,0
2750,0x2a42,41.0,15,63331.9,5149.658333333334,5,4,20,0.0,9,14.0,10.86,6.0,1
2751,0x2a44,41.0,15,63331.9,5149.658333333334,5,4,20,0.0,7,19.0,8.86,6.0,1
2752,0x2a45,41.0,15,63331.9,5149.658333333334,5,4,20,0.0,13,17.0,8.86,6.0,1
2755,0x2a48,42.0,15,63331.9,5149.658333333334,5,4,20,0.0,9,21.0,8.86,6.0,1
2758,0x2a4f,36.0,3,24069.55,2124.7958333333336,7,7,20,0.0,20,19.0,10.02,5.0,1
2759,0x2a50,36.0,3,24069.55,2124.7958333333336,7,7,20,0.0,20,22.0,15.02,5.0,1
2761,0x2a52,36.0,3,24069.55,1861.287841965388,7,7,20,0.0,24,16.0,15.02,5.0,2
2763,0x2a54,36.0,3,24069.55,1861.287841965388,7,7,20,0.0,20,21.0,13.02,9.0,2
2764,0x2a55,36.0,3,24069.55,1861.287841965388,7,7,20,0.0,25,19.0,15.02,9.0,2
2765,0x2a5a,29.0,8,15762.72,1313.56,3,3,20,4.0,14,8.0,10.76,4.0,1
2766,0x2a5b,29.0,8,15762.72,1593.56,3,3,20,4.0,14,8.0,10.76,4.0,1
2767,0x2a5c,29.0,8,15762.72,1593.56,3,3,20,4.0,14,14.0,10.76,4.0,1
2768,0x2a5e,29.0,8,15762.72,1593.56,3,3,20,4.0,14,6.0,10.76,4.0,1
2769,0x2a5f,29.0,8,15762.72,1313.56,3,3,20,4.0,14,7.0,10.76,4.0,1
2770,0x2a60,29.0,8,15762.72,1593.56,3,3,20,4.0,11,8.0,10.76,4.0,1
2771,0x2a61,29.0,8,15762.72,1593.56,3,3,20,4.0,19,14.0,10.76,4.0,1
2773,0x2a67,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,10.0,10.46,1.0,1
2775,0x2a6b,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,12.0,10.46,1.0,1
2777,0x2a6d,50.0,1,122713.6,10114.133333333331,5,6,14,2.0,11,10.0,12.46,1.0,1
2778,0x2a72,42.0,1,41499.21,3458.2675,0,5,5,0.0,-1,7.0,9.79,1.0,2
2779,0x2a75,42.0,1,41499.21,3582.2675,0,5,5,0.0,4,7.0,11.79,4.0,1
2780,0x2a76,42.0,1,41499.21,3582.2675,0,5,5,0.0,4,9.0,9.79,4.0,2
2781,0x2a77,42.0,1,41499.21,3582.2675,0,5,5,0.0,4,7.0,14.79,4.0,2
2782,0x2a78,42.0,1,41499.21,3458.2675,0,5,5,0.0,4,7.0,9.79,6.0,1
2784,0x2a7e,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,0.0,1.81,1.0,0
2785,0x2a7f,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,4,3.0,-4.19,1.0,0
2787,0x2a81,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,8,-3.0,1.81,1.0,0
2788,0x2a82,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,2.0,1.81,1.0,0
2789,0x2a83,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,11,1.0,1.81,1.0,0
2790,0x2a84,22.0,11,82840.24,6903.3533333333335,1,6,1,1.0,6,14.0,4.8100000000000005,4.0,0
2791,0x2a85,22.0,11,82840.24,6973.3533333333335,1,6,1,1.0,6,2.0,1.81,4.0,0
2792,0x2a8a,24.0,12,24195.37,1946.2808333333328,7,7,19,1.0,9,16.0,19.96,4.0,1
